Date Time,Open,High,Low,Close
Time: 14:55:00.000 Date: 2018-01-05,19.3548,19.35599,19.34821,19.35056
Time: 14:56:00.000 Date: 2018-01-05,19.35055,19.35156,19.34866,19.34975
Time: 14:57:00.000 Date: 2018-01-05,19.34956,19.35096,19.34874,19.34992
Time: 14:58:00.000 Date: 2018-01-05,19.34966,19.34966,19.34367,19.34368
Time: 14:59:00.000 Date: 2018-01-05,19.34367,19.34546,19.34206,19.34236
Time: 15:00:00.000 Date: 2018-01-05,19.33885,19.34096,19.32467,19.32838
Time: 15:01:00.000 Date: 2018-01-05,19.32858,19.33465,19.32444,19.32445
Time: 15:02:00.000 Date: 2018-01-05,19.32415,19.32455,19.31933,19.31965
Time: 15:03:00.000 Date: 2018-01-05,19.3196,19.32151,19.31866,19.31916
Time: 15:04:00.000 Date: 2018-01-05,19.31927,19.32098,19.31467,19.31993
Time: 15:05:00.000 Date: 2018-01-05,19.31994,19.32007,19.31436,19.31518
Time: 15:06:00.000 Date: 2018-01-05,19.31484,19.31484,19.31424,19.31467
Time: 15:07:00.000 Date: 2018-01-05,19.31416,19.31468,19.31416,19.31468
Time: 15:08:00.000 Date: 2018-01-05,19.31416,19.31416,19.29789,19.29886
Time: 15:09:00.000 Date: 2018-01-05,19.29818,19.30532,19.29818,19.30495
Time: 15:10:00.000 Date: 2018-01-05,19.30518,19.30697,19.30395,19.30477
Time: 15:11:00.000 Date: 2018-01-05,19.30466,19.30471,19.28946,19.28947
Time: 15:12:00.000 Date: 2018-01-05,19.29068,19.29905,19.29066,19.29901
Time: 15:13:00.000 Date: 2018-01-05,19.29878,19.30293,19.29878,19.29967
Time: 15:14:00.000 Date: 2018-01-05,19.29856,19.29856,19.29334,19.29733
Time: 15:15:00.000 Date: 2018-01-05,19.29723,19.30116,19.29433,19.30074
Time: 15:16:00.000 Date: 2018-01-05,19.30069,19.30935,19.29787,19.30658
Time: 15:17:00.000 Date: 2018-01-05,19.30675,19.30829,19.30501,19.30777
Time: 15:18:00.000 Date: 2018-01-05,19.3075,19.30816,19.2967,19.30153
Time: 15:19:00.000 Date: 2018-01-05,19.30143,19.30143,19.29421,19.29966
Time: 15:20:00.000 Date: 2018-01-05,19.29959,19.30265,19.29778,19.30208
Time: 15:21:00.000 Date: 2018-01-05,19.30265,19.30604,19.30153,19.30223
Time: 15:22:00.000 Date: 2018-01-05,19.30218,19.30578,19.3016,19.30578
Time: 15:23:00.000 Date: 2018-01-05,19.30605,19.30605,19.29252,19.29297
